Country,ppratio
Spain,491.6752328127948
Argentina,42.664489977437555
Australia,3.2801677627437535
Austria,4.161529903589528
Belgium,452.13509618997557
Bolivia,4.969864331196179
Brazil,63.11998952463845
Canada,1.010019637991635
Colombia,12.782092845686213
Costa Rica,26.668441377095256
Denmark,177.7704038791718
Ecuador,570.363822174115
El Salvador,303.14777767024646
Finland,271.91152645770575
France,362.5092035504926
Germany,6.153414211484673
Guatemala,3.2935355891829423
Honduras,52.30370782118626
Ireland,1.8853151114793902
Israel,22.886952326705266
Italy,606.0764716854343
Mexico,16.967390150339888
Netherlands,9.640501178560934
New Zealand,2.22482505008759
Nicaragua,8.255869816031586
Norway,2.8276457411672364
Panama,51.22745568690778
Peru,102.94280838198313
Sweden,13.583484572797696
Switzerland,1.8729448385592007
Trinidad and Tobago,11.826070945897856
Turkey,9.183778217255826
United Kingdom,1556.848830565291
United States of America,10.369741980129675
Uruguay,76.04958590547314
Venezuela,385.77151706585914
