Predictor,Spain,Synthetic Spain,Sample,diff_synth,diff_sample,improvement_pct
pop.mean.1950.1959,29.1444,29.13,13.8466,0.0144,15.2978,99.9057
gdpcap.mean.1950.1959,7622.1257,10789.6495,10720.8182,-3167.5238,-3098.6925,-2.2213
hc.mean.1950.1959,1.884,1.884,1.9184,0,-0.0343,99.9911
csh_c.mean.1950.1959,0.7563,0.7685,0.6811,-0.0122,0.0752,83.7522
csh_i.mean.1950.1959,0.1679,0.1712,0.2337,-0.0032,-0.0658,95.0682
csh_g.mean.1950.1959,0.093,0.0931,0.1196,-0,-0.0265,99.9002
csh_x.mean.1950.1959,0.0168,0.0735,0.1478,-0.0567,-0.131,56.7089
csh_m.mean.1950.1959,-0.039,-0.0798,-0.185,0.0408,0.146,72.0372
rknacapita.mean.1950.1959,30923.1198,30923.1719,41002.177,-0.052,-10079.0571,99.9995
